name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,Car_Age,Price_category,,,,,,
Toyota Innova 2.5 G4 Diesel 7-seater,2008,"₹ 3,50,000",140000,Diesel,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Wagon R LXI CNG,2016,"₹ 3,50,000",30000,CNG,Individual,Manual,Second Owner,10,Budget,,,,,,
Toyota Corolla Altis Diesel D4DG,2011,"₹ 3,50,000",230000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Maruti Alto K10 VXI,2016,"₹ 3,50,000",40000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Hyundai EON Era Plus,2018,"₹ 3,50,000",15000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Mahindra Bolero SLX,2011,"₹ 3,50,000",90000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Honda Accord 2.4 MT,2009,"₹ 3,50,000",57035,Petrol,Dealer,Manual,First Owner,17,Budget,,,,,,
Toyota Corolla Altis 1.8 VL AT,2010,"₹ 3,50,000",80000,Petrol,Individual,Automatic,Third Owner,16,Budget,,,,,,
Mahindra Xylo E4 ABS BS IV,2013,"₹ 3,50,000",42000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Honda Brio S MT,2015,"₹ 3,50,000",34823,Petrol,Dealer,Manual,Second Owner,11,Budget,,,,,,
Maruti Swift ZDi,2012,"₹ 3,50,000",55000,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Datsun GO Plus T,2017,"₹ 3,50,000",10171,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Ford Figo Petrol EXI,2014,"₹ 3,50,000",90000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Honda Brio 1.2 E MT,2017,"₹ 3,50,000",20000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Eeco 7 Seater Standard BSIV,2017,"₹ 3,50,000",51000,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Chevrolet Beat Diesel LT,2016,"₹ 3,50,000",35000,Diesel,Individual,Manual,Second Owner,10,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2016,"₹ 3,50,000",20000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Skoda Rapid 1.6 MPI Elegance,2012,"₹ 3,50,000",90000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Wagon R LX BS IV,2014,"₹ 3,50,000",40000,Petrol,Dealer,Manual,First Owner,12,Budget,,,,,,
Maruti Swift VDI Optional,2015,"₹ 3,50,000",90000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Renault KWID 1.0,2017,"₹ 3,50,000",55000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Toyota Etios VD,2012,"₹ 3,50,000",140000,Diesel,Individual,Manual,Third Owner,14,Budget,,,,,,
Hyundai Xcent 1.2 Kappa SX,2016,"₹ 3,50,000",12000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Tata New Safari DICOR 2.2 EX 4x2,2011,"₹ 3,50,000",170000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Nissan Sunny XL,2012,"₹ 3,50,000",40000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai i10 Asta AT,2011,"₹ 3,50,000",50000,Petrol,Individual,Automatic,Second Owner,15,Budget,,,,,,
Maruti Swift VDI BSIV,2015,"₹ 3,50,000",60000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Maruti SX4 ZDI,2011,"₹ 3,50,000",105000,Diesel,Dealer,Manual,First Owner,15,Budget,,,,,,
Mahindra Xylo D2 Maxx,2014,"₹ 3,50,000",170000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Hyundai Grand i10 1.2 CRDi Magna,2015,"₹ 3,50,000",61658,Diesel,Dealer,Manual,First Owner,11,Budget,,,,,,
Honda City 1.5 V MT,2010,"₹ 3,50,000",115000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Honda Civic 1.8 V MT,2008,"₹ 3,50,000",75000,Petrol,Individual,Manual,Second Owner,18,Budget,,,,,,
Toyota Innova 2.5 V Diesel 8-seater,2009,"₹ 3,50,000",350000,Diesel,Individual,Manual,First Owner,17,Budget,,,,,,
Maruti Alto K10 VXI,2019,"₹ 3,50,000",5000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Maruti Ertiga VXI ABS,2013,"₹ 3,50,000",40000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,"₹ 3,50,000",186000,Diesel,Individual,Automatic,Second Owner,16,Budget,,,,,,
Honda Brio 1.2 S MT,2016,"₹ 3,50,000",63400,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Mahindra Bolero SLE,2010,"₹ 3,50,000",90000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Ford Figo Petrol Titanium,2014,"₹ 3,50,000",43000,Petrol,Dealer,Manual,First Owner,12,Budget,,,,,,
Maruti Ritz VDi,2014,"₹ 3,50,000",133000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Mahindra Xylo D2,2011,"₹ 3,50,000",140000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti SX4 Zxi BSIII,2008,"₹ 3,50,000",10000,Petrol,Individual,Manual,First Owner,18,Budget,,,,,,
Volkswagen CrossPolo 1.2 MPI,2016,"₹ 3,50,000",110000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Hyundai Grand i10 Sportz,2016,"₹ 3,50,000",25000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Tata Tiago 1.2 Revotron XZA,2019,"₹ 3,50,000",15000,Petrol,Individual,Automatic,Second Owner,7,Budget,,,,,,
Maruti Swift ZXI,2013,"₹ 3,50,000",90000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2017,"₹ 3,50,000",10000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Renault KWID Climber 1.0 AMT BSIV,2017,"₹ 3,50,000",7658,Petrol,Dealer,Automatic,First Owner,9,Budget,,,,,,
Maruti Wagon R Stingray VXI,2013,"₹ 3,50,000",65000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Eeco 5 Seater AC BSIV,2017,"₹ 3,50,000",40000,Petrol,Individual,Manual,Second Owner,9,Budget,,,,,,
Fiat Punto 1.3 Emotion,2013,"₹ 3,50,000",160254,Diesel,Dealer,Manual,Second Owner,13,Budget,,,,,,
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,"₹ 3,50,000",100000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Mercedes-Benz E-Class 220 CDI,2001,"₹ 3,50,000",100000,Diesel,Individual,Manual,Second Owner,25,Budget,,,,,,
Maruti Swift Ldi BSIV,2011,"₹ 3,50,000",133000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Fiat Linea Classic 1.3 Multijet,2015,"₹ 3,50,000",130000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Chevrolet Cruze LT,2011,"₹ 3,50,000",74000,Diesel,Individual,Manual,Second Owner,15,Budget,,,,,,
Mahindra Scorpio M2DI,2008,"₹ 3,50,000",80000,Diesel,Individual,Manual,Second Owner,18,Budget,,,,,,
Maruti Alto K10 VXI Airbag,2019,"₹ 3,50,000",5000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Renault KWID RXT,2017,"₹ 3,50,000",25000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Hyundai i20 Asta 1.4 CRDi,2014,"₹ 3,50,000",52000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Tata Zest Quadrajet 1.3 75PS XE,2015,"₹ 3,50,000",100000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Maruti Wagon R VXI BS IV,2017,"₹ 3,50,000",48000,Petrol,Individual,Manual,Third Owner,9,Budget,,,,,,
Hyundai Xcent 1.1 CRDi Base,2015,"₹ 3,50,000",70000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Volkswagen Polo Diesel Trendline 1.2L,2011,"₹ 3,50,000",110000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Chevrolet Sail 1.2 LT ABS,2014,"₹ 3,50,000",30000,Petrol,Individual,Manual,First Owner,12,Budget,,,,,,
Volkswagen Jetta 2.0 TDI Comfortline,2011,"₹ 3,50,000",312000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Hyundai Xcent 1.2 CRDi E,2017,"₹ 3,50,000",80000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Datsun RediGO SV 1.0,2019,"₹ 3,50,000",1300,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Ford Endeavour 4x4 XLT,2005,"₹ 3,50,000",150000,Diesel,Individual,Manual,Second Owner,21,Budget,,,,,,
Mahindra Verito 1.5 D4 BSIV,2015,"₹ 3,50,000",120000,Diesel,Individual,Manual,Third Owner,11,Budget,,,,,,
Maruti Wagon R VXI BS IV,2017,"₹ 3,50,000",30000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Tata Indica Vista TDI LX,2015,"₹ 3,50,000",50000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Tata New Safari DICOR 2.2 EX 4x2,2010,"₹ 3,50,000",100000,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Maruti Alto 800 VXI,2020,"₹ 3,50,000",1000,Petrol,Individual,Manual,First Owner,6,Budget,,,,,,
Fiat Avventura MULTIJET Emotion,2015,"₹ 3,50,000",53000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Volkswagen Polo Diesel Comfortline 1.2L,2010,"₹ 3,50,000",110000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Skoda Yeti Ambition 4WD,2011,"₹ 3,50,000",80000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Ford Fiesta Classic 1.6 Duratec CLXI,2012,"₹ 3,50,000",38000,Petrol,Individual,Manual,First Owner,14,Budget,,,,,,
Hyundai i20 Magna Optional 1.4 CRDi,2012,"₹ 3,50,000",80000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Renault Duster 110PS Diesel RxZ,2012,"₹ 3,50,000",110000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Honda City VX MT,2010,"₹ 3,50,000",48781,Petrol,Dealer,Manual,First Owner,16,Budget,,,,,,
Datsun GO Plus T Option,2017,"₹ 3,50,000",80000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Swift 1.2 DLX,2014,"₹ 3,51,000",40000,Petrol,Individual,Manual,Second Owner,12,Budget,,,,,,
Maruti Swift VDI,2012,"₹ 3,52,000",109000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Renault KWID AMT,2017,"₹ 3,55,000",40000,Petrol,Individual,Automatic,First Owner,9,Budget,,,,,,
Hyundai i10 Magna,2014,"₹ 3,55,000",39227,Petrol,Dealer,Manual,First Owner,12,Budget,,,,,,
Skoda Superb Elegance 2.0 TDI CR AT,2009,"₹ 3,55,000",100000,Diesel,Individual,Automatic,Second Owner,17,Budget,,,,,,
Chevrolet Cruze LTZ AT,2012,"₹ 3,59,000",120000,Diesel,Individual,Automatic,Third Owner,14,Budget,,,,,,
Honda Amaze E i-Vtech,2015,"₹ 3,60,000",80000,Petrol,Individual,Manual,Second Owner,11,Budget,,,,,,
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,"₹ 3,60,000",170000,Diesel,Individual,Automatic,Third Owner,17,Budget,,,,,,
Maruti Swift Dzire ZXI,2013,"₹ 3,60,000",60000,Petrol,Individual,Manual,Second Owner,13,Budget,,,,,,
Maruti Swift VXI Optional,2016,"₹ 3,60,000",30000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Renault KWID RXT,2018,"₹ 3,60,000",26500,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Maruti Swift Dzire VDI,2013,"₹ 3,60,000",90010,Diesel,Dealer,Manual,Second Owner,13,Budget,,,,,,
Hyundai i20 Asta 1.4 CRDi,2013,"₹ 3,60,000",80000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Tata Safari Storme VX,2013,"₹ 3,60,000",206500,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai EON Magna Plus,2018,"₹ 3,60,000",6000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Skoda Laura 1.9 TDI MT Ambiente,2010,"₹ 3,60,000",160000,Diesel,Individual,Manual,First Owner,16,Budget,,,,,,
Skoda Rapid 1.5 TDI Ambition,2014,"₹ 3,60,000",70000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Tata Aria Pleasure 4x2,2012,"₹ 3,60,000",70000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Tata Tiago 1.2 Revotron XZ,2018,"₹ 3,60,000",4000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Maruti Wagon R VXI,2016,"₹ 3,60,000",33000,Petrol,Dealer,Manual,First Owner,10,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2018,"₹ 3,60,000",15000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Nissan Micra XL,2013,"₹ 3,63,000",28740,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 3,65,000",65000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Maruti Wagon R VXI BS IV,2015,"₹ 3,65,000",23600,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Maruti Celerio Green VXI,2017,"₹ 3,65,000",78000,CNG,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Swift ZDi,2013,"₹ 3,65,000",120000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Renault Scala RxL,2013,"₹ 3,65,000",55000,Petrol,Dealer,Manual,First Owner,13,Budget,,,,,,
Mahindra Quanto C8,2013,"₹ 3,65,000",82082,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Maruti Swift Dzire 1.2 Vxi BSIV,2012,"₹ 3,68,000",90000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Renault Duster 110PS Diesel RxZ Plus,2012,"₹ 3,70,000",70000,Diesel,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Celerio ZXI Optional AMT BSIV,2017,"₹ 3,70,000",82000,Petrol,Individual,Automatic,First Owner,9,Budget,,,,,,
Maruti Wagon R VXI BS IV,2015,"₹ 3,70,000",50000,Petrol,Individual,Manual,Second Owner,11,Budget,,,,,,
Honda Amaze E i-DTEC,2017,"₹ 3,70,000",80000,Diesel,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Swift VDI BSIV,2014,"₹ 3,70,000",57000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Mahindra KUV 100 mFALCON G80 K8 5str,2016,"₹ 3,70,000",60000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Tata Tiago 1.2 Revotron XT,2017,"₹ 3,70,000",25000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Maruti Swift VXI,2013,"₹ 3,70,000",90000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Hyundai Verna 1.6 VTVT,2013,"₹ 3,70,000",60000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Mahindra Scorpio 2.6 Turbo 9 Str,2007,"₹ 3,70,000",100000,Diesel,Individual,Manual,Third Owner,19,Budget,,,,,,
Maruti Swift Dzire VXi,2010,"₹ 3,70,000",97000,Petrol,Individual,Manual,Second Owner,16,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2018,"₹ 3,70,000",10000,Petrol,Dealer,Manual,First Owner,8,Budget,,,,,,
Hyundai Verna Transform SX VTVT,2011,"₹ 3,70,000",55168,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti Wagon R AMT VXI Option,2018,"₹ 3,70,000",15000,Petrol,Individual,Automatic,First Owner,8,Budget,,,,,,
Renault Scala Diesel RxL,2015,"₹ 3,70,000",60000,Diesel,Dealer,Manual,First Owner,11,Budget,,,,,,
Maruti Swift VXI,2012,"₹ 3,70,000",59858,Petrol,Dealer,Manual,First Owner,14,Budget,,,,,,
Hyundai i20 Asta 1.4 CRDi,2014,"₹ 3,70,000",80000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 3,70,000",80000,Diesel,Individual,Manual,Third Owner,13,Budget,,,,,,
Honda Brio S MT,2015,"₹ 3,71,000",20000,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Maruti Wagon R VXI,2016,"₹ 3,75,000",23000,Petrol,Dealer,Manual,Second Owner,10,Budget,,,,,,
Renault Duster 85PS Diesel RxL Optional,2012,"₹ 3,75,000",150000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Volkswagen Polo Petrol Comfortline 1.2L,2012,"₹ 3,75,000",62000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Maruti Alto K10 VXI AGS,2017,"₹ 3,75,000",27289,Petrol,Dealer,Automatic,First Owner,9,Budget,,,,,,
Hyundai i10 Sportz 1.1L,2017,"₹ 3,75,000",10000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Datsun RediGO 1.0 T Option,2018,"₹ 3,75,000",2769,Petrol,Dealer,Manual,First Owner,8,Budget,,,,,,
Datsun GO Plus T Option BSIV,2017,"₹ 3,75,000",20000,Petrol,Individual,Manual,Second Owner,9,Budget,,,,,,
Tata Bolt Revotron XM,2015,"₹ 3,75,000",30000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Swift Dzire VDi,2011,"₹ 3,75,000",190000,Diesel,Individual,Manual,Third Owner,15,Budget,,,,,,
Hyundai Grand i10 Sportz,2017,"₹ 3,75,000",10000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Hyundai Xcent 1.2 Kappa S,2015,"₹ 3,75,000",55000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Swift Dzire LXI,2015,"₹ 3,75,000",70000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai Xcent 1.2 Kappa S,2015,"₹ 3,75,000",70000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Wagon R VXI BS IV,2016,"₹ 3,75,000",30000,Petrol,Individual,Manual,Second Owner,10,Budget,,,,,,
Hyundai i20 1.2 Sportz,2013,"₹ 3,75,000",41041,Petrol,Dealer,Manual,First Owner,13,Budget,,,,,,
Hyundai Grand i10 Sportz,2016,"₹ 3,75,000",25000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Hyundai Xcent 1.1 CRDi Base,2015,"₹ 3,75,000",72000,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Renault KWID RXL,2019,"₹ 3,75,000",10000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Hyundai i20 1.2 Asta,2011,"₹ 3,75,000",72000,Petrol,Dealer,Manual,First Owner,15,Budget,,,,,,
Chevrolet Sail LS ABS,2014,"₹ 3,75,000",40000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Volkswagen Vento 1.6 Highline,2012,"₹ 3,77,000",84775,Petrol,Dealer,Manual,First Owner,14,Budget,,,,,,
Datsun GO Plus T BSIV,2015,"₹ 3,80,000",25000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Tata Tiago 1.05 Revotorq XE,2016,"₹ 3,80,000",38000,Diesel,Dealer,Manual,First Owner,10,Budget,,,,,,
Tata Safari DICOR 2.2 EX 4x2,2013,"₹ 3,80,000",100000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Volkswagen Vento Magnific 1.6 Highline,2013,"₹ 3,80,000",97248,Petrol,Dealer,Manual,First Owner,13,Budget,,,,,,
Volkswagen Polo SR Petrol 1.2L,2013,"₹ 3,80,000",50000,Petrol,Individual,Manual,First Owner,13,Budget,,,,,,
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,"₹ 3,80,000",195000,Diesel,Individual,Automatic,Second Owner,16,Budget,,,,,,
Maruti Alto K10 VXI Airbag,2018,"₹ 3,80,000",25000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Tata Zest Revotron 1.2 XT,2015,"₹ 3,80,000",17152,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Eeco 5 Seater Standard BSIV,2019,"₹ 3,80,000",5000,Petrol,Individual,Manual,First Owner,7,Budget,,,,,,
Mahindra Verito 1.5 D4 BSIV,2015,"₹ 3,80,000",64541,Diesel,Dealer,Manual,First Owner,11,Budget,,,,,,
Maruti Wagon R VXI Plus Optional,2017,"₹ 3,80,000",19000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Tata Zest Revotron 1.2T XE,2016,"₹ 3,80,000",15000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Mahindra Xylo E8,2010,"₹ 3,80,000",72000,Diesel,Individual,Manual,Second Owner,16,Budget,,,,,,
Hyundai i20 Sportz 1.2,2013,"₹ 3,80,000",50000,Petrol,Individual,Manual,Second Owner,13,Budget,,,,,,
Ford Figo Aspire 1.2 Ti-VCT Trend,2016,"₹ 3,80,000",15000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Ford Fiesta Diesel Style,2013,"₹ 3,80,000",83000,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Maruti Alto K10 VXI,2018,"₹ 3,80,000",22155,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 3,80,000",100000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Mahindra KUV 100 D75 K6 Plus,2017,"₹ 3,80,000",71000,Diesel,Dealer,Manual,First Owner,9,Budget,,,,,,
Honda City E,2013,"₹ 3,80,000",123084,Petrol,Dealer,Manual,First Owner,13,Budget,,,,,,
Chevrolet Cruze LT,2012,"₹ 3,80,000",90000,Diesel,Individual,Manual,Fourth & Above Owner,14,Budget,,,,,,
Maruti Celerio VXI,2016,"₹ 3,80,000",20000,Petrol,Individual,Manual,First Owner,10,Budget,,,,,,
Maruti Ritz LDi,2016,"₹ 3,80,000",100000,Diesel,Individual,Manual,Second Owner,10,Budget,,,,,,
Tata Tiago 1.05 Revotorq XE,2016,"₹ 3,81,000",38000,Diesel,Dealer,Manual,First Owner,10,Budget,,,,,,
Skoda Laura Ambiente 2.0 TDI CR MT,2012,"₹ 3,85,000",52000,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Tata Tiago 2019-2020 XE Diesel,2016,"₹ 3,85,000",38000,Diesel,Dealer,Manual,First Owner,10,Budget,,,,,,
Renault Duster 85PS Diesel RxL,2013,"₹ 3,85,000",80000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,"₹ 3,85,000",58000,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Mahindra Scorpio LX,2010,"₹ 3,85,000",110000,Diesel,Individual,Manual,Third Owner,16,Budget,,,,,,
Honda Jazz VX,2011,"₹ 3,85,000",11473,Petrol,Dealer,Manual,First Owner,15,Budget,,,,,,
Maruti Swift VDI,2013,"₹ 3,90,000",90000,Diesel,Individual,Manual,First Owner,13,Budget,,,,,,
Ford Figo Trend,2016,"₹ 3,90,000",60826,Petrol,Dealer,Manual,First Owner,10,Budget,,,,,,
Maruti Celerio VDi,2015,"₹ 3,90,000",70000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Volkswagen Vento 1.5 TDI Comfortline,2012,"₹ 3,90,000",45454,Diesel,Dealer,Manual,First Owner,14,Budget,,,,,,
Maruti Eeco 7 Seater Standard BSIV,2017,"₹ 3,90,000",24000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,"₹ 3,90,000",33000,Diesel,Individual,Manual,Second Owner,13,Budget,,,,,,
Renault Pulse RxL,2015,"₹ 3,90,000",61585,Diesel,Trustmark Dealer,Manual,First Owner,11,Budget,,,,,,
Hyundai Verna 1.6 SX CRDi (O),2011,"₹ 3,90,000",90000,Diesel,Individual,Manual,First Owner,15,Budget,,,,,,
Mahindra Bolero SLX 2WD BSIII,2011,"₹ 3,90,000",150000,Diesel,Individual,Manual,Fourth & Above Owner,15,Budget,,,,,,
Maruti Swift Dzire LDI,2014,"₹ 3,90,000",110000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Maruti Swift VDI BSIV,2014,"₹ 3,90,000",90000,Diesel,Individual,Manual,First Owner,12,Budget,,,,,,
Renault KWID 1.0 RXT Optional,2017,"₹ 3,90,000",30000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Hyundai Verna 1.6 SX,2012,"₹ 3,90,000",90000,Diesel,Individual,Manual,First Owner,14,Budget,,,,,,
Maruti Swift Dzire VDI,2014,"₹ 3,90,000",60000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Maruti Wagon R VXI BS IV,2015,"₹ 3,90,000",32260,Petrol,Dealer,Manual,First Owner,11,Budget,,,,,,
Hyundai Verna 1.6 SX,2012,"₹ 3,90,000",86000,Diesel,Dealer,Manual,Second Owner,14,Budget,,,,,,
Honda Brio VX,2017,"₹ 3,90,000",45000,Petrol,Dealer,Manual,First Owner,9,Budget,,,,,,
Hyundai Grand i10 Magna,2015,"₹ 3,90,000",90000,Petrol,Individual,Manual,First Owner,11,Budget,,,,,,
Hyundai Grand i10 CRDi Sportz,2014,"₹ 3,90,000",70000,Diesel,Individual,Manual,Second Owner,12,Budget,,,,,,
Hyundai Grand i10 CRDi Sportz,2015,"₹ 3,90,000",80000,Diesel,Individual,Manual,Second Owner,11,Budget,,,,,,
Maruti Swift Dzire 1.2 Vxi BSIV,2014,"₹ 3,95,000",52000,Petrol,Dealer,Manual,Second Owner,12,Budget,,,,,,
Maruti Eeco 5 Seater AC BSIV,2018,"₹ 3,95,000",20000,Petrol,Individual,Manual,First Owner,8,Budget,,,,,,
Maruti Celerio VXI AT,2015,"₹ 3,95,000",30500,Petrol,Dealer,Automatic,Second Owner,11,Budget,,,,,,
Honda Amaze S i-Dtech,2014,"₹ 3,95,000",44875,Diesel,Dealer,Manual,First Owner,12,Budget,,,,,,
Honda City 1.5 S MT,2011,"₹ 3,95,000",70000,Petrol,Individual,Manual,Second Owner,15,Budget,,,,,,
Maruti Swift Dzire 1.2 Vxi BSIV,2012,"₹ 3,95,000",49000,Petrol,Individual,Manual,Second Owner,14,Budget,,,,,,
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,"₹ 3,96,000",28643,Petrol,Dealer,Manual,First Owner,10,Budget,,,,,,
Tata Sumo Gold EX BSIII,2015,"₹ 3,99,000",55250,Diesel,Individual,Manual,First Owner,11,Budget,,,,,,
Maruti Celerio VXI,2016,"₹ 3,99,000",20194,Petrol,Dealer,Manual,First Owner,10,Budget,,,,,,
Volkswagen Polo Diesel Highline 1.2L,2013,"₹ 3,99,000",44049,Diesel,Dealer,Manual,First Owner,13,Budget,,,,,,
Hyundai Xcent 1.2 CRDi SX,2015,"₹ 3,99,000",55000,Diesel,Dealer,Manual,First Owner,11,Budget,,,,,,
Nissan Micra Active XV Petrol,2017,"₹ 3,99,000",30000,Petrol,Individual,Manual,First Owner,9,Budget,,,,,,
Honda Amaze S Diesel,2015,"₹ 4,00,000",60000,Diesel,Dealer,Manual,First Owner,11,Budget,,,,,,
